c,mu,distance
0.47883957343899053,0.662163635631049,0.02492935424733973
0.4874631626276199,0.10250902810089829,0.024957052156149198
0.4565817213761463,0.5926430387608838,0.024995681788193023
0.4508792744503707,0.40532364887154415,0.025004619567576287
0.41056590426490336,0.59060211641501,0.02503299017384037
0.40127967543153675,0.5306483350937088,0.025076675577509762
0.4214940420352432,0.41920351623406826,0.025089349915814532
0.42548463639954737,0.6467531740459675,0.02513794218268965
0.4067843740096906,0.409929129921599,0.025242993887828136
0.4898029599933895,0.27322387758604433,0.02525061474422974
0.4056557391192651,0.11036715826672393,0.025252726262507783
0.4377645160543415,0.20324932315284291,0.025265491296141567
0.466975697291395,0.5791283648438189,0.025376068298285554
0.3601532033049445,0.7876567678771167,0.02538641197658795
0.39950222119311274,0.33767323070677047,0.02550972536282758
0.41924083113068966,0.24198207654226406,0.025530581969710114
0.4060504509337811,0.4808678682949237,0.0255364672844862
